,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10488,Roommate Asami: Okusama wa Joshikousei,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02
10489,Tiny Toon Adventures: Wacky Stackers,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02
10490,Misshitsu no Sacrifice,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10491,DEATH NOTE: L o Tsugu Mono,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10492,Geon Cube,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02
10493,Battlefield 2: Modern Combat(JP sales),Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02
10494,Race Driver: Create & Race,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02
10495,Rising Zan: The Samurai Gunman,Action,Agetec,0.01,0.01,0.0,0.0,0.02
10496,Twinkle * Crusaders GoGo!,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
10497,Contrast,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
10498,Azada,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02
10499,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10500,Monster Trux Offroad,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02
10501,Cross Channel: In Memory of All People,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
10502,Earth Defense Force 2017 (old JP sales),Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02
10503,Rayman 10th Anniversary,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02
10504,Barbie as the Princess and the Pauper,Adventure,Vivendi Games,0.01,0.0,0.0,0.0,0.02
10505,Inkheart,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
10506,Cross + Channel,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
10507,This War of Mine,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02
10508,Cross Ange: Tenshi to Ryuu no Rondo tr.,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10509,Thomas and Friends: Steaming around Sodor,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
10510,Tokyo Friend Park II DS,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02
10511,Moe Star: Moeru Toudai Eigojuku,Misc,Mirai Shounen,0.0,0.0,0.02,0.0,0.02
10512,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10513,Motto! SoniComi,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
10514,Trapped Dead,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
10515,Cross Treasures,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02
10516,Elvandia Story,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02
10517,Army Men: Major Malfunction,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02
10518,Mount & Blade: Warband,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02
10519,Reine des Fleurs,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10520,Jake Hunter: Detective Chronicles,Adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02
10521,DJ Star,Misc,Deep Silver,0.01,0.0,0.0,0.0,0.02
10522,The Sims 2: Family Fun Stuff,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
10523,Imperium Romanum,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
10524,Chili Con Carnage,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02
10525,Ryu-koku,Adventure,KID,0.0,0.0,0.02,0.0,0.02
10526,Daikaijuu Battle: Ultra Coliseum,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10527,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,Misc,Paon,0.0,0.0,0.02,0.0,0.02
10528,Cube,Puzzle,D3Publisher,0.02,0.0,0.0,0.0,0.02
10529,Toxic Grind,Sports,THQ,0.02,0.0,0.0,0.0,0.02
10530,Tropico Reloaded,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
10531,Tiger & Bunny: Hero's Day,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10532,Jojo's Bizarre Adventure,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
10533,Toki no Kizuna: Hanayui Tsuzuri,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10534,Rugby League Team Manager 2015,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02
10535,Rainbow Islands Revolution,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.02
10536,Touhou Genso Rondo: Bullet Ballet,Shooter,Nippon Ichi Software,0.01,0.0,0.0,0.0,0.02
10537,Curse of the Amsterdam Diamond,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.02
10538,Ruff Trigger: The Vanocore Conspiracy,Platform,Natsume,0.01,0.01,0.0,0.0,0.02
10539,B-17: Fortress in the Sky,Simulation,DSI Games,0.02,0.0,0.0,0.0,0.02
10540,Truck Racer,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.02
10541,Ro-Kyu-Bu! Lost Secret,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
10542,Resident Evil: Umbrella Corps,Action,Capcom,0.0,0.0,0.02,0.0,0.02
10543,Rozen Maiden: Duellwalzer,Adventure,Taito,0.0,0.0,0.02,0.0,0.02
10544,Joker no Kuni no Alice: Wonderful Wonder World,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
10545,Elminage Original: Majo to Megami to Kamigami no Yubiwa,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
10546,D.Gray-man: Sousha no Shikaku,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10547,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,Misc,Paon,0.0,0.0,0.02,0.0,0.02
10548,Revolution: 25th Anniversary Collection,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02
10549,Reversal Challenge,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
10550,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
10551,Battle Spirits: Hero's Soul,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10552,Galaxy Angel II: Eigou Kaiki no Koku,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02
10553,To Love-Ru Trouble: Darkness - True Princess,Action,FuRyu,0.0,0.0,0.02,0.0,0.02
10554,Ghost Pirates of Vooju Island,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
10555,Enkaku Sousa: Sana e no 23 Hiai,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
10556,Genroh,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10557,Genkai Tokki: Seven Pirates,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
10558,Tube Slider,Racing,Unknown,0.02,0.0,0.0,0.0,0.02
10559,Battle Spirits: Kiseki no Hasha,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10560,Iridium Runners,Racing,SouthPeak Games,0.01,0.01,0.0,0.0,0.02
10561,Invizimals: The Resistance,Role-Playing,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02
10562,Tom Clancy's Splinter Cell Classic Trilogy HD,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02
10563,Joint Operations: Combined Arms,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02
10564,Tropico 4: Modern Times,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
10565,Rule of Rose,Action,505 Games,0.01,0.01,0.0,0.0,0.02
10566,The Talos Principle,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.02
10567,Gekka Ryouran Romance,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10568,Rose to Tasogare no Kojou,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
10569,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10570,Root Infinity Rexx,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10571,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02
10572,Rinne no Lagrange: Kamogawa Days,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10573,Games Explosion!,Action,THQ,0.01,0.0,0.0,0.0,0.02
10574,Totally Spies! 2: Undercover,Action,Atari,0.01,0.01,0.0,0.0,0.02
10575,Chuugen no Hasha: Sangoku Shouseiden,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10576,Chuck E. Cheese's Super Collection,Action,UFO Interactive,0.02,0.0,0.0,0.0,0.02
10577,The Settlers: Rise of an Empire,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
10578,Guitar Freaks V2 & DrumMania V2,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10579,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
10580,RollerCoaster Tycoon World,Simulation,Atari,0.0,0.02,0.0,0.0,0.02
10581,Moujuutsukai to Oujisama Portable,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10582,Jelly Belly: Ballistic Beans,Puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
10583,Garfield Gets Real,Action,Zushi Games,0.0,0.02,0.0,0.0,0.02
10584,Road Trip: The Arcade Edition,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
10585,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,Misc,Sega,0.0,0.0,0.02,0.0,0.02
10586,Treasure Chase,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
10587,Elven Legacy,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
10588,RollerCoaster Tycoon: Gold Edition,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02
10589,Jinsei Game Wii,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
10590,Mount & Blade Collection,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
10591,Rapala for Kinect,Sports,Activision,0.0,0.02,0.0,0.0,0.02
10592,Jinsei Game DS,Misc,Atlus,0.0,0.0,0.02,0.0,0.02
10593,Moujuutsukai to Oujisama,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10594,Ballblazer Champions,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02
10595,Jinguuji Saburou DS: Akai Chou,Adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02
10596,Cities XL 2011,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
10597,Kuusen II,Simulation,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
10598,Cities in Motion Collection,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
10599,SimCity Societies,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
10600,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02
10601,Super Fruit Fall,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02
10602,Snow Portable,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
10603,Last Escort,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10604,So Blonde,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
10605,So-Ra-No-Wo-To: Otome no Gojuusou,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
10606,Franklin's Great Adventures,Action,Game Factory,0.02,0.0,0.0,0.0,0.02
10607,L.G.S: Shinsetsu Houshinengi,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10608,Marvel Superheroes 3D: Grandmaster's Challenge,Action,Neko Entertainment,0.0,0.01,0.0,0.0,0.02
10609,Supermodel Makeover by Lauren Luke,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02
10610,Simple DS Series Vol. 42: The Haioku Byoutou,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10611,Brave Story: Boku no Kioku to Negai,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10612,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,Misc,Disney Interactive Studios,0.0,0.0,0.02,0.0,0.02
10613,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
10614,Super Speed Machines,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02
10615,Freedom Wings,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02
10616,Kuon,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02
10617,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10618,Chuck E. Cheese's Sports Games,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02
10619,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10620,Tokyo Xanadu eX+,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02
10621,Tokyo Mew Mew,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02
10622,Jet Impulse,Simulation,Nintendo,0.0,0.0,0.02,0.0,0.02
10623,Army Rescue,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02
10624,Irritating Stick,Action,Saurus,0.01,0.01,0.0,0.0,0.02
10625,Ginga Fukei Densetsu: Sapphire,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02
10626,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,Misc,Benesse,0.0,0.0,0.02,0.0,0.02
10627,Earth Seeker,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
10628,Touch Detective (JP sales),Adventure,505 Games,0.0,0.0,0.02,0.0,0.02
10629,RayCrisis: Series Termination,Shooter,JVC,0.01,0.01,0.0,0.0,0.02
10630,Thunder Force VI,Shooter,Sega,0.0,0.0,0.02,0.0,0.02
10631,Interactive Storybook DS Series 3,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
10632,RoboCop,Shooter,Titus,0.01,0.0,0.0,0.0,0.02
10633,Gift: Prism,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02
10634,Barnyard Blast: Swine of the Night,Platform,Big Ben Interactive,0.02,0.0,0.0,0.0,0.02
10635,Dance Dance Revolution Extra Mix,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10636,Thunderbirds,Shooter,Vivendi Games,0.02,0.01,0.0,0.0,0.02
10637,Robopon 2: Cross Version,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02
10638,Emergency Mayhem,Racing,Codemasters,0.02,0.0,0.0,0.0,0.02
10639,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
10640,Robopon 2: Ring Version,Role-Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02
10641,Custom Drive,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10642,Motto NUGA-CEL!,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10643,Elven Legacy Collection,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
10644,Gallop Racer Inbreed,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10645,Ginga Tetsudou 999 DS,Adventure,Culture Brain,0.0,0.0,0.02,0.0,0.02
10646,Jissen Pachinko Hisshouhou! CR Sakura Taisen,Misc,Sega,0.0,0.0,0.02,0.0,0.02
10647,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
10648,Crime Scene,Adventure,Nobilis,0.0,0.02,0.0,0.0,0.02
10649,Moujuutsukai to Oujisama: Snow Bride,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10650,Assault Suit Leynos,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02
10651,Room Zoom: Race for Impact,Racing,Jaleco,0.02,0.01,0.0,0.0,0.02
10652,Indianapolis 500 Evolution,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02
10653,Elkrone no Atelier: Dear for Otomate,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
10654,Triple Crown Championship Snowboarding,Sports,Destineer,0.02,0.0,0.0,0.0,0.02
10655,Mount & Blade,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
10656,Jewel Link: Galactic Quest,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
10657,Invizimals: The Lost Kingdom,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02
10658,Iron Soldier 3,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02
10659,Triggerheart Exelica,Shooter,Warashi,0.0,0.0,0.02,0.0,0.02
10660,Jitsumei Jikkyou Keiba Dream Classic 2002,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10661,Crysis: Warhead,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
10662,Bakumatsu Renka: Karyuu Kenshi-den,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10663,Garfield's Nightmare,Platform,Game Factory,0.01,0.0,0.0,0.0,0.02
10664,Triggerheart Excelica Enhanced,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02
10665,Moujuutsukai to Oujisama: Snow Bride Portable,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
10666,Elminage Gothic: Ulm Zakir to Yami no Gishiki,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
10667,Iron Phoenix,Fighting,Sega,0.02,0.0,0.0,0.0,0.02
10668,Saki: Achiga-Hen Portable,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10669,Lilpri DS: Hime-Chen! Apple Pink,Adventure,Sega,0.0,0.0,0.02,0.0,0.02
10670,Cookie & Cream,Platform,505 Games,0.01,0.0,0.0,0.0,0.02
10671,Natsuiro no Sunadokei,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02
10672,DemiKids: Light Version,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02
10673,PachiPara 15: Super Umi Monogatari in Okinawa 2,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
10674,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02
10675,America Oudan Ultra-Quiz,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02
10676,Discworld II: Mortality Bytes!,Adventure,Psygnosis,0.01,0.01,0.0,0.0,0.02
10677,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10678,Pachi-Slot Higrashi no Naku Koro ni Matsuri,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02
10679,Worms: WMD,Action,Sold Out,0.01,0.01,0.0,0.0,0.02
10680,Natalie Brooks: Mystery at Hillcrest High,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02
10681,Portable Island: Tenohira Resort,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
10682,PachiPara 3D,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
10683,Worldwide Soccer Manager 2006,Sports,Sega,0.0,0.01,0.0,0.0,0.02
10684,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Action,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
10685,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
10686,Post Mortem,Adventure,Microids,0.0,0.01,0.0,0.0,0.02
10687,Pachinko Kaou: Misora Hibari,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02
10688,Heart no Kuni no Alice,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
10689,Virtua Pro Football,Sports,Sega,0.0,0.0,0.02,0.0,0.02
10690,Postman Pat: Special Delivery Service,Misc,GSP,0.0,0.01,0.0,0.0,0.02
10691,Adidas Power Soccer 98,Sports,Psygnosis,0.01,0.01,0.0,0.0,0.02
10692,Antiphona no Seikahime: Tenshi no Gakufu Op.A,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
10693,WSC REAL 09: World Snooker Championship,Sports,Deep Silver,0.0,0.02,0.0,0.0,0.02
10694,Ore wa Shoujo Mangaka,Action,Giza10,0.0,0.0,0.02,0.0,0.02
10695,Puzzle Guzzle,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02
10696,Ikki Tousen: Eloquent Fist,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
10697,18 Wheels of Steel: Extreme Trucker,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02
10698,Date A Live: Arusu Install,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
10699,DoDonPachi Dai-Oujou: Black Label Extra,Shooter,5pb,0.0,0.0,0.02,0.0,0.02
10700,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Simulation,Taito,0.0,0.0,0.02,0.0,0.02
10701,Zillions of Enemy X: Zetsukai no Crusade,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
10702,NEVES,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02
10703,Dark Tales: Edgar Allan Poe's The Premature Burial,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
10704,MuvLuv Double Pack,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10705,Ikki Tousen: Shining Dragon,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
10706,Platypus,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02
10707,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,Misc,Karin Entertainment,0.0,0.0,0.02,0.0,0.02
10708,Disney's Magical Quest 3 Starring Mickey and Donald,Action,Capcom,0.02,0.01,0.0,0.0,0.02
10709,Drakensang: The Dark Eye,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
10710,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,Simulation,Square Enix,0.0,0.0,0.02,0.0,0.02
10711,Ultimate Puzzle Games,Puzzle,Telegames,0.01,0.0,0.0,0.0,0.02
10712,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Misc,Sega,0.0,0.0,0.02,0.0,0.02
10713,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,Misc,Sonnet,0.0,0.0,0.02,0.0,0.02
10714,Puzzle Star Sweep,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
10715,Oil Rush,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
10716,Golden Nugget Casino DS,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
10717,Writing and Speaking Beautiful Japanese DS,Misc,Unknown,0.0,0.0,0.02,0.0,0.02
10718,Achtung Panzer: Kharkov 1943,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02
10719,Poupee Girl DS,Misc,Alvion,0.0,0.0,0.02,0.0,0.02
10720,Wizardry Twin Pack,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02
10721,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
10722,Vitamin Z Revolution,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10723,ParaWorld,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02
10724,Disciples III: Renaissance,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
10725,Pastel Chime Continue,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10726,Dungeons - The Dark Lord,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
10727,Naruto Shippuden: Ultimate Ninja Storm Collection,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
10728,W.L.O. Sekai Renai Kikousen,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
10729,Agatha Christie: Death on the Nile,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02
10730,HatsuKare * Renai Debut Sengen!,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02
10731,Payout Poker & Casino,Misc,Unknown,0.02,0.0,0.0,0.0,0.02
10732,Dungeon Defenders,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
10733,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02
10734,Anima - Gate of Memories,Action,Avanquest,0.0,0.02,0.0,0.0,0.02
10735,Discovery Kids: Snake Safari,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02
10736,Angelique Retour,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
10737,Aedis Eclipse: Generation of Chaos,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02
10738,Vitamin R,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10739,Nano Diver,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
10740,Dungeons & Dragons: Shadow over Mystara,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02
10741,Prehistorik Man,Platform,THQ,0.01,0.01,0.0,0.0,0.02
10742,Vitamin X: Detective B6,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10743,Vitamin X Evolution Plus,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
10744,Pebble Beach Golf Links,Sports,Sega,0.0,0.0,0.02,0.0,0.02
10745,X3: Terran War Pack,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
10746,Princess Frontier Portable,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
10747,Prince of Stride,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
10748,Digimon Rumble Arena,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
10749,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02
10750,PC Engine Best Collection: Tengai Makyou Collection,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02
10751,PDC World Championship Darts 2009,Sports,Oxygen Interactive,0.0,0.02,0.0,0.0,0.02
10752,Hoppie,Platform,Jack of All Games,0.02,0.0,0.0,0.0,0.02
10753,Aoishiro,Adventure,Success,0.0,0.0,0.02,0.0,0.02
10754,Nanatsuiro * Drops Pure!!,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02
10755,PopCap Hits!,Misc,PopCap Games,0.0,0.02,0.0,0.0,0.02
10756,Peggle Nights,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02
10757,X-Plane 10 Global,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02
10758,Peter Pan in Disney's Return to Never Land,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
